1,4.0370,0.0794,4.0394,0.0845
2,3.8085,0.1165,3.7960,0.1229
3,3.5523,0.1651,3.5738,0.1629
4,3.5529,0.1726,3.5883,0.1769
5,3.0800,0.2540,3.1149,0.2424
6,2.8987,0.2932,2.9727,0.2772
7,2.7476,0.3175,2.8336,0.3059
8,3.6168,0.2310,3.7342,0.2202
9,2.5554,0.3597,2.6818,0.3400
10,2.5996,0.3601,2.7539,0.3352
11,2.5384,0.3722,2.7280,0.3483
12,2.2413,0.4318,2.4633,0.3956
13,2.0993,0.4647,2.3505,0.4187
14,2.1712,0.4494,2.4373,0.4030
15,1.9556,0.4920,2.2610,0.4380
16,1.8605,0.5121,2.2491,0.4449
17,1.9019,0.5116,2.2451,0.4436
18,1.6697,0.5581,2.0655,0.4814
19,1.8059,0.5302,2.2140,0.4561
20,1.5296,0.5926,2.0201,0.4945
21,1.6382,0.5673,2.1392,0.4697
22,1.4682,0.6098,2.0120,0.5060
23,1.5123,0.5978,2.0768,0.4941
24,1.7017,0.5612,2.2949,0.4593
25,1.4464,0.6155,2.1137,0.4864
26,1.2392,0.6617,1.9141,0.5258
27,1.2167,0.6708,1.9596,0.5221
28,1.3830,0.6324,2.1246,0.4952
29,1.1393,0.6926,1.9550,0.5255
30,1.1873,0.6810,1.9960,0.5176
31,1.0531,0.7122,1.9048,0.5433
32,1.0757,0.7048,1.9888,0.5333
33,1.0724,0.7091,1.9801,0.5343
34,0.9356,0.7433,1.9504,0.5462
35,0.9869,0.7305,1.9589,0.5367
36,0.9315,0.7479,1.9238,0.5490
37,0.9245,0.7467,1.9427,0.5462
38,0.8751,0.7608,1.9268,0.5516
39,0.8947,0.7563,1.9400,0.5510
40,0.8815,0.7586,1.9710,0.5437
41,0.8084,0.7787,1.9780,0.5585
42,0.7897,0.7833,1.9636,0.5520
